,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Shizukuishi,JP,39.6833,140.9833,59.77,65,97,4.81,overcast clouds
341,Nakamura,JP,32.9833,132.9333,70.54,65,99,7.16,overcast clouds
342,Jamame,SO,0.0722,42.7506,74.95,84,55,9.08,broken clouds
343,San Jose,US,37.3394,-121.895,73.22,69,0,8.05,clear sky
344,Ketchikan,US,55.3422,-131.6461,52.27,93,100,5.75,mist
345,Olinda,BR,-8.0089,-34.8553,78.53,78,40,6.91,scattered clouds
346,Cabo San Lucas,MX,22.8909,-109.9124,85.3,65,0,4.61,clear sky
347,Letterkenny,IE,54.95,-7.7333,48.99,85,100,13.6,overcast clouds
348,Voh,NC,-20.9667,164.7,86.13,49,40,7.81,scattered clouds
349,Gualeguay,AR,-33.1416,-59.3097,44.17,68,0,4.92,clear sky
350,Namibe,AO,-15.1961,12.1522,68.49,88,43,5.01,scattered clouds
351,Kieta,PG,-6.2167,155.6333,85.26,55,22,6.04,few clouds
352,Elko,US,41.0002,-115.5012,64.22,18,85,1.99,overcast clouds
353,Tecoanapa,MX,16.5167,-98.75,80.1,85,4,4.29,clear sky
354,Touros,BR,-5.1989,-35.4608,76.95,83,2,13.51,clear sky
355,Umm Kaddadah,SD,13.6017,26.6876,77.54,68,100,10.45,overcast clouds
356,Salvador,SV,13.8333,-88.9167,75.6,90,100,3.8,overcast clouds
357,Awjilah,LY,29.1081,21.2869,65.62,60,1,6.11,clear sky
358,Tadine,NC,-21.55,167.8833,77.23,72,8,20.07,clear sky
359,Cururupu,BR,-1.8283,-44.8683,76.84,86,11,4.81,few clouds
360,Myanaung,MM,18.2833,95.3167,80.17,82,42,2.04,scattered clouds
361,Tuatapere,NZ,-46.1333,167.6833,61.32,53,100,7.25,light rain
362,Belaya Gora,RU,68.5333,146.4167,27.55,54,100,11.61,overcast clouds
363,Altar,MX,30.7,-111.8167,83.46,29,49,7.54,scattered clouds
364,Bitung,ID,1.4451,125.1824,90.45,65,5,3.89,clear sky
365,Xuddur,SO,4.1213,43.8894,69.71,84,43,14.45,scattered clouds
366,Praia,CV,14.9215,-23.5087,79.34,78,20,16.11,few clouds
367,Chulman,RU,56.8479,124.9104,27.37,78,97,4.03,overcast clouds
368,Meulaboh,ID,4.1363,96.1285,79.43,76,100,2.95,overcast clouds
369,Saint George,US,37.1041,-113.5841,82.99,25,0,1.01,clear sky
370,Yarada,IN,17.65,83.2667,77.32,100,75,6.91,heavy intensity rain
371,Bonaventure,CA,48.0457,-65.4926,39.74,70,37,6.91,scattered clouds
372,Kahului,US,20.8947,-156.47,83.97,75,40,10.36,scattered clouds
373,Wanning,CN,18.8003,110.3967,80.76,85,93,12.53,overcast clouds
374,Aljezur,PT,37.3191,-8.8033,64.42,88,0,7.52,clear sky
375,Adrar,MR,20.5022,-10.0711,86.16,35,71,13.76,light rain
376,Bafoulabe,ML,13.8065,-10.8321,78.78,73,95,1.25,overcast clouds
377,Bilma,NE,18.6853,12.9164,79.18,22,34,8.37,scattered clouds
378,Beziers,FR,43.3476,3.219,58.39,100,20,3.44,few clouds
379,Barstow,US,34.8986,-117.0228,83.39,26,3,2.75,clear sky
380,Harrisonburg,US,38.4496,-78.8689,42.51,82,0,2.17,clear sky
381,Micheweni,TZ,-4.9667,39.8333,74.64,76,86,11.3,overcast clouds
382,Polunochnoye,RU,60.8697,60.4153,41.58,87,74,6.2,broken clouds
383,Ahipara,NZ,-35.1667,173.1667,61.68,67,96,10.49,overcast clouds
384,Kodiak,US,57.79,-152.4072,51.31,82,100,11.5,light rain
385,San Jeronimo,PE,-11.9472,-75.2829,50.14,79,96,2.37,overcast clouds
386,Atbasar,KZ,51.8,68.3333,45.79,73,100,17.96,overcast clouds
387,Itarana,BR,-19.8739,-40.8753,72.01,95,100,1.5,moderate rain
388,Vila,PT,42.0304,-8.1588,49.08,64,20,3.91,few clouds
389,Coquimbo,CL,-29.9533,-71.3436,55.13,87,0,1.14,clear sky
390,Hami,CN,42.8,93.45,57.07,12,25,12.48,scattered clouds
391,San Juan,AR,-31.5375,-68.5364,56.34,13,0,11.72,clear sky
392,Lazaro Cardenas,MX,17.9583,-102.2,80.13,81,3,4.03,clear sky
393,Majene,ID,-3.5403,118.9707,82.58,78,100,2.19,overcast clouds
394,Vestmannaeyjar,IS,63.4427,-20.2734,43.7,70,91,8.72,light rain
395,Wanaka,NZ,-44.7,169.15,59.11,48,60,17.0,broken clouds
396,Helong,CN,42.5397,128.9972,51.6,73,100,2.1,overcast clouds
397,Faya,SA,18.3851,42.4509,59.11,22,14,4.85,few clouds
398,Ponta Delgada,PT,37.7333,-25.6667,70.52,88,40,5.75,scattered clouds
399,Auki,SB,-8.7676,160.7034,84.94,66,68,4.7,broken clouds
400,Kurumkan,RU,54.3,110.3,33.87,59,73,2.26,broken clouds
401,Nekhayevskiy,RU,50.4106,41.7561,46.76,79,10,5.37,clear sky
402,Shenjiamen,CN,29.9576,122.298,64.13,85,100,16.78,overcast clouds
403,Ojinaga,MX,29.5667,-104.4167,72.55,53,40,14.97,scattered clouds
404,Nador,MA,35.174,-2.9287,71.85,94,100,4.61,overcast clouds
405,Morro Bay,US,35.3658,-120.8499,76.93,92,37,1.99,scattered clouds
406,Turukhansk,RU,65.8167,87.9833,35.71,99,100,7.54,light rain
407,Shwebo,MM,22.5667,95.7,80.11,82,98,4.07,overcast clouds
408,Punta Umbria,ES,37.1821,-6.9661,69.24,66,5,6.13,clear sky
409,Salatrucu,RO,45.3333,24.5167,48.85,70,85,5.55,overcast clouds
410,Ca Mau,VN,9.1769,105.15,81.05,80,100,0.31,overcast clouds
411,Yulara,AU,-25.2406,130.9889,75.38,19,0,11.92,clear sky
412,Namatanai,PG,-3.6667,152.4333,85.62,58,40,12.57,scattered clouds
413,Darlowo,PL,54.421,16.4107,52.56,76,5,16.2,clear sky
414,Atar,MR,20.5169,-13.0499,86.99,29,100,2.98,overcast clouds
415,Uyuni,BO,-20.4597,-66.825,41.16,13,0,11.45,clear sky
416,Inhambane,MZ,-23.865,35.3833,70.14,91,3,3.78,clear sky
417,Soure,BR,-0.7167,-48.5233,80.35,79,9,9.84,clear sky
418,Fort Morgan,US,40.2503,-103.8,54.25,54,0,6.91,clear sky
419,Palma Soriano,CU,20.2172,-75.9989,79.66,89,21,1.74,few clouds
420,Geraldton,AU,-28.7667,114.6,68.41,52,91,17.27,overcast clouds
421,Santa Maria,BR,-29.6842,-53.8069,61.9,59,0,10.36,clear sky
422,Poum,NC,-20.2333,164.0167,78.96,75,11,17.92,few clouds
423,Matay,EG,28.419,30.7792,68.47,66,0,10.54,clear sky
424,Tautira,PF,-17.7333,-149.15,76.96,79,44,15.39,light rain
425,Tubuala,PA,9.5167,-79.0333,76.26,90,100,11.9,overcast clouds
426,Belyy Yar,RU,53.6039,91.3903,31.89,93,0,2.24,clear sky
427,Catuday,PH,16.2923,119.8062,84.38,64,50,7.18,scattered clouds
428,Freeport,US,40.6576,-73.5832,53.02,58,0,8.05,clear sky
429,Leo,BF,11.1,-2.1,70.66,88,19,3.2,few clouds
430,Sokode,TG,8.9833,1.1333,70.11,96,61,0.85,broken clouds
431,Saint Albans,GB,51.75,-0.3333,47.1,89,79,4.61,broken clouds
432,Malanje,AO,-9.5402,16.341,63.75,94,63,5.21,broken clouds
433,Ballina,AU,-28.8667,153.5667,76.01,80,57,9.17,broken clouds
434,Urumqi,CN,43.801,87.6005,50.95,30,0,2.24,clear sky
435,Olafsvik,IS,64.8945,-23.7142,40.62,93,100,17.07,light rain
436,Ladozhskaya,RU,45.3081,39.935,58.91,80,100,12.26,overcast clouds
437,Puri,IN,19.8,85.85,81.12,79,100,6.55,overcast clouds
438,Aginskoye,RU,51.1,114.53,38.97,41,1,5.01,clear sky
439,Ouesso,CG,1.6136,16.0517,68.61,99,76,1.07,light rain
440,Kangaatsiaq,GL,68.3065,-53.4641,30.61,69,100,6.2,overcast clouds
441,Martapura,ID,-3.4167,114.85,77.09,94,40,3.44,moderate rain
442,Bathsheba,BB,13.2167,-59.5167,81.21,89,40,13.8,scattered clouds
443,Panuco,MX,22.05,-98.1667,78.98,91,99,3.56,overcast clouds
444,Korla,CN,41.7597,86.1469,62.15,22,63,6.35,broken clouds
445,Plymouth,US,41.8334,-70.8328,50.67,78,0,6.91,clear sky
446,Amahai,ID,-3.3333,128.9167,86.49,66,67,3.58,broken clouds
447,Haines Junction,CA,60.7522,-137.5108,57.15,41,86,4.61,overcast clouds
448,Enid,US,36.3956,-97.8784,58.01,55,0,5.75,clear sky
449,Altamira,BR,-3.2033,-52.2064,80.08,52,92,1.41,overcast clouds
450,Calvinia,ZA,-31.4707,19.776,60.26,38,37,5.84,scattered clouds
451,Paamiut,GL,61.994,-49.6678,30.2,44,100,6.89,overcast clouds
452,Verkhnyaya Inta,RU,65.9811,60.3094,43.88,87,100,17.27,light rain
453,Jiexiu,CN,37.0244,111.9125,45.63,31,0,12.28,clear sky
454,America Dourada,BR,-11.4553,-41.4361,71.55,68,29,10.36,scattered clouds
455,Gao,ML,16.6362,1.637,84.99,18,5,9.69,clear sky
456,Nouadhibou,MR,20.931,-17.0347,69.78,88,4,10.36,clear sky
457,Montepuez,MZ,-13.1256,38.9997,63.88,96,38,2.68,scattered clouds
458,Rio Grande,BR,-32.035,-52.0986,54.43,88,100,18.99,overcast clouds
459,Dong Xoai,VN,11.5333,106.9167,79.84,84,100,3.22,overcast clouds
460,Yichang,CN,30.7144,111.2847,67.86,53,100,2.75,overcast clouds
461,Pyapon,MM,16.2833,95.6833,82.89,76,85,4.61,light rain
462,Mazamari,PE,-11.3258,-74.5308,71.04,89,80,1.68,broken clouds
463,Kungurtug,RU,50.5994,97.5228,38.97,21,76,0.96,broken clouds
464,Zorgo,BF,12.2489,-0.6158,75.88,77,100,5.82,overcast clouds
465,Formosa,AR,-26.1775,-58.1781,67.89,56,98,17.94,overcast clouds
466,Kushima,JP,31.4583,131.2333,74.57,75,100,10.94,overcast clouds
467,Bintulu,MY,3.1667,113.0333,77.41,94,40,7.0,scattered clouds
468,Mandalgovi,MN,45.7625,106.2708,32.49,34,0,13.31,clear sky
469,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,94,20,9.01,few clouds
470,Tomigusuku,JP,26.185,127.675,82.53,69,75,10.36,broken clouds
471,Seoul,KR,37.5683,126.9778,58.6,80,100,8.05,moderate rain
472,Maraa,BR,-1.8333,-65.3667,78.06,57,90,3.6,overcast clouds
473,Dentsville,US,34.064,-80.9582,64.26,76,0,3.44,clear sky
474,Altyn-Topkan,TJ,40.6528,69.5998,41.47,23,0,0.94,clear sky
475,Jumla,NP,29.2747,82.1838,55.13,96,100,2.84,moderate rain
476,Gimli,CA,50.6336,-96.9907,53.62,76,36,4.61,scattered clouds
477,Great Yarmouth,GB,52.6083,1.7305,43.05,69,96,8.86,overcast clouds
478,Miraflores,MX,19.2167,-98.8083,59.97,87,65,5.86,broken clouds
479,Khilok,RU,51.3674,110.4676,37.92,41,93,4.54,overcast clouds
480,Mahajanga,MG,-15.7167,46.3167,66.22,59,0,4.61,clear sky
481,Halifax,CA,44.6453,-63.5724,46.4,88,0,8.05,clear sky
482,Yerbogachen,RU,61.2767,108.0108,36.48,68,100,14.45,overcast clouds
483,Cockburn Town,TC,21.4612,-71.1419,82.65,75,0,22.66,clear sky
484,Rosetta,EG,31.4044,30.4164,72.14,59,5,10.98,clear sky
485,Jablah,SY,35.3614,35.9256,64.69,63,40,9.22,shower rain
486,The Valley,AI,18.217,-63.0578,81.1,74,37,18.43,scattered clouds
487,Ornskoldsvik,SE,63.2909,18.7153,40.15,87,62,13.8,broken clouds
488,Zhezkazgan,KZ,47.8043,67.7144,37.38,75,0,11.18,clear sky
489,Tommot,RU,58.9564,126.2925,33.35,73,100,10.74,overcast clouds
490,Polis,CY,35.0367,32.4264,66.02,74,17,2.46,few clouds
491,Puyo,EC,-1.4667,-77.9833,64.27,92,89,2.82,overcast clouds
492,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.23,63,28,1.45,scattered clouds
493,Palmerston,AU,-12.486,130.9833,92.03,64,99,4.0,overcast clouds
494,Caravelas,BR,-17.7125,-39.2481,74.1,86,41,8.28,scattered clouds
495,Soria,ES,41.6667,-2.6667,44.85,87,7,3.6,clear sky
496,Moron,AR,-34.6534,-58.6198,49.75,67,1,9.46,clear sky
497,Farafangana,MG,-22.8167,47.8333,66.85,84,69,5.14,broken clouds
498,Ormara,PK,25.2088,64.6357,82.56,30,0,9.31,clear sky
499,Pemba,MZ,-12.974,40.5178,72.3,94,20,5.75,few clouds
500,Banjar,ID,-8.19,114.9675,89.51,61,99,1.86,overcast clouds
501,Narrabri,AU,-30.3167,149.7833,67.51,54,10,3.0,clear sky
502,Esso,RU,55.9333,158.7,34.81,75,93,4.32,overcast clouds
503,Saint-Georges,GD,12.0564,-61.7485,80.28,89,75,11.5,broken clouds
504,Puerto Madero,MX,14.7208,-92.4215,75.4,100,75,2.3,broken clouds
505,Ahuimanu,US,21.4447,-157.8378,83.91,69,40,9.22,scattered clouds
506,Torit,SS,4.4133,32.5678,68.61,95,100,3.58,light rain
507,Hokitika,NZ,-42.7167,170.9667,55.45,66,97,2.57,overcast clouds
508,Guye,CN,39.7333,118.4167,51.73,52,59,13.87,broken clouds
509,Kuruman,ZA,-27.4524,23.4325,68.0,37,0,10.27,clear sky
510,Gospic,HR,44.5461,15.3747,49.69,94,100,5.64,overcast clouds
511,Hoshangabad,IN,22.75,77.7167,77.68,85,100,4.05,overcast clouds
512,Shahreza,IR,32.0339,51.8794,55.87,33,0,2.55,clear sky
513,Pochutla,MX,15.7432,-96.4661,79.83,91,98,3.89,overcast clouds
514,Swellendam,ZA,-34.0226,20.4417,54.63,97,100,1.5,overcast clouds
515,Springfield,US,37.2153,-93.2982,55.98,59,100,0.0,overcast clouds
516,Bryan,US,30.6744,-96.37,77.02,43,0,8.05,clear sky
517,Vallenar,CL,-28.5708,-70.7581,62.69,50,96,1.86,overcast clouds
518,Simbahan,PH,6.3032,120.5836,82.99,71,69,1.68,broken clouds
519,Saint Anthony,US,45.0205,-93.218,57.13,44,0,9.22,clear sky
520,Bay Roberts,CA,47.5999,-53.2648,55.51,96,100,4.0,overcast clouds
521,Temizhbekskiy,RU,45.442,41.0312,60.51,76,100,17.02,overcast clouds
522,Ishinomaki,JP,38.4167,141.3,62.6,66,100,12.82,overcast clouds
523,Constitucion,CL,-35.3333,-72.4167,49.5,57,0,8.77,clear sky
524,Baykit,RU,61.67,96.37,38.03,97,100,4.14,overcast clouds
525,Takaka,NZ,-40.85,172.8,62.56,52,3,12.1,clear sky
526,Puerto Quijarro,BO,-17.7833,-57.7667,77.56,55,1,2.64,clear sky
527,Japura,ID,-0.3167,102.35,75.06,89,100,0.58,overcast clouds
528,Xam Nua,LA,20.4197,104.0439,69.69,89,100,1.7,overcast clouds
529,Urusha,RU,54.05,122.9,38.86,40,18,3.91,few clouds
530,Razdolinsk,RU,58.4211,94.6658,39.07,71,100,4.18,overcast clouds
531,Margate,GB,51.3813,1.3862,54.73,75,96,9.82,overcast clouds
532,Santa Clara,CU,22.4,-79.9667,78.46,89,40,5.75,scattered clouds
533,Kendari,ID,-3.945,122.4989,87.08,62,100,4.92,light rain
534,Kalmunai,LK,7.4167,81.8167,81.55,71,78,4.12,broken clouds
535,Half Moon Bay,US,37.4636,-122.4286,67.91,84,100,19.57,mist
536,Annau,TM,37.8876,58.516,56.7,54,0,6.91,clear sky
537,Ust-Maya,RU,60.4167,134.5333,28.92,77,100,5.73,overcast clouds
538,Palauig,PH,15.435,119.9045,86.43,62,10,5.77,clear sky
539,Hidrolandia,BR,-4.4081,-40.4378,78.82,68,44,7.83,scattered clouds
540,Siatista,GR,40.2619,21.5442,47.98,49,100,2.57,overcast clouds
541,Aitape,PG,-3.1374,142.3475,84.16,76,30,8.14,scattered clouds
542,Coahuayana,MX,18.7333,-103.6833,77.54,90,61,2.15,broken clouds
543,Asau,RO,46.4333,26.4,40.12,84,99,4.52,overcast clouds
544,Axim,GH,4.8699,-2.2405,75.38,89,55,5.48,broken clouds
545,Havoysund,NO,70.9963,24.6622,44.83,93,100,29.62,overcast clouds
546,Hof,DE,50.3167,11.9167,41.61,93,3,3.44,clear sky
547,Lafayette,US,30.2335,-92.0668,73.35,57,0,9.22,clear sky
548,Fare,PF,-16.7,-151.0167,78.19,77,7,17.54,clear sky
549,Cabra,ES,37.4725,-4.4421,63.68,73,7,3.2,clear sky
550,Matagami,CA,49.7502,-77.6328,32.11,100,100,8.05,overcast clouds
551,Sandwick,GB,60.0,-1.25,53.42,82,20,17.27,few clouds
552,Pavlovsk,RU,50.4578,40.1081,47.21,76,9,5.88,clear sky
553,Dali,CN,25.7,100.1833,66.36,81,84,3.53,broken clouds
554,Tizimin,MX,21.15,-88.15,76.64,76,93,7.81,overcast clouds
555,Sonari,IN,27.0667,95.0333,73.45,90,87,1.14,light rain
556,Ostersund,SE,63.1792,14.6357,41.45,81,42,14.97,scattered clouds
557,Zatyshshya,UA,47.3335,29.8733,50.27,77,75,4.43,broken clouds
558,Boguchar,RU,49.9358,40.545,47.25,77,8,5.86,clear sky
559,Parrita,CR,9.5201,-84.3225,75.4,94,100,1.34,overcast clouds
560,Ternate,ID,0.8,127.4,85.55,67,97,3.58,overcast clouds
561,Lagoa,PT,39.05,-27.9833,70.05,92,42,14.36,scattered clouds
562,Kloulklubed,PW,7.0419,134.2556,88.3,68,11,4.85,few clouds
563,Najran,SA,17.4924,44.1277,66.85,20,10,3.33,clear sky
564,Penedo,BR,-10.2903,-36.5864,72.36,91,22,2.3,few clouds
565,Castanos,MX,26.7833,-101.4167,71.35,63,97,3.78,overcast clouds
566,Rafaela,AR,-31.2503,-61.4867,48.97,36,0,5.01,clear sky
567,Garden City,US,42.3256,-83.331,48.22,69,0,8.05,clear sky
568,Yemtsa,RU,63.0734,40.3329,47.66,90,89,10.16,overcast clouds
569,Oranjestad,AW,12.524,-70.027,84.15,84,20,16.11,few clouds
570,Palmer,US,42.1584,-72.3287,43.52,79,0,0.0,clear sky
571,Koraput,IN,18.8167,82.7167,73.71,80,77,8.23,broken clouds
572,Kangaba,ML,11.9333,-8.4167,73.24,89,87,3.0,light rain
573,Donskoye,RU,45.4552,41.9741,59.13,79,100,18.97,overcast clouds
574,Castlegar,CA,49.2998,-117.6689,61.29,60,79,1.7,broken clouds
575,Galveston,US,29.3669,-94.9669,79.97,74,0,6.91,clear sky
576,Mikuni,JP,36.2171,136.1519,66.11,63,100,3.65,overcast clouds
577,Emerald,AU,-23.5333,148.1667,76.33,70,99,15.75,overcast clouds
578,Andros Town,BS,24.7,-77.7667,76.96,74,46,13.69,scattered clouds
579,Kapoeta,SS,4.7717,33.5903,70.95,83,100,3.15,overcast clouds
580,Deogarh,IN,21.5333,84.7333,80.71,78,20,4.63,few clouds
581,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,78.39,49,1,3.13,clear sky
582,Tarija,BO,-21.5355,-64.7296,61.95,41,82,5.57,broken clouds
583,Nan,TH,18.8333,100.6667,77.02,83,40,3.44,scattered clouds
584,Dondaicha,IN,21.3333,74.5667,77.88,83,100,3.31,overcast clouds
585,Kichera,RU,55.9375,110.0997,34.97,76,99,3.49,overcast clouds
586,Yanam,IN,16.7333,82.2167,76.8,94,100,7.23,light rain
587,Araripe,BR,-7.2125,-40.0461,74.64,41,0,9.19,clear sky
588,Rodrigues Alves,BR,-7.738,-72.6509,71.04,93,85,2.86,overcast clouds
589,Nabire,ID,-3.3667,135.4833,84.15,75,98,3.94,overcast clouds
590,Marzuq,YE,14.4,46.4667,70.3,46,32,2.55,scattered clouds
591,Lewistown,US,40.5992,-77.5714,43.54,81,0,0.0,clear sky
592,Charters Towers,AU,-20.1,146.2667,86.59,39,94,7.09,overcast clouds
593,Aksu,CN,41.1231,80.2644,61.23,23,9,1.9,clear sky
594,Port-Gentil,GA,-0.7193,8.7815,77.49,85,90,8.7,overcast clouds
595,Mombetsu,JP,44.3525,143.3525,55.42,62,20,5.75,few clouds
596,Paso De Los Toros,UY,-32.8167,-56.5167,46.31,72,17,13.78,few clouds
597,Columbia,US,34.0007,-81.0348,65.84,72,0,9.22,clear sky
598,Pottstown,US,40.2454,-75.6496,48.22,78,0,1.01,clear sky
599,Pontes E Lacerda,BR,-15.2261,-59.3353,75.51,68,14,3.27,few clouds
600,Winneba,GH,5.3511,-0.6231,74.88,92,41,6.26,scattered clouds
601,Tiznit,MA,29.5833,-9.5,72.59,54,100,0.94,overcast clouds
602,Smidovich,RU,48.6,133.8167,42.48,85,100,6.71,overcast clouds
603,Cabedelo,BR,-6.9811,-34.8339,79.47,86,68,12.06,broken clouds
604,Necochea,AR,-38.5473,-58.7368,43.61,71,62,17.98,broken clouds
605,Talnakh,RU,69.4865,88.3972,23.23,87,90,6.44,overcast clouds
606,North Shore,NZ,-36.8,174.75,64.81,68,79,8.99,broken clouds
607,Hibbing,US,47.4272,-92.9377,42.15,87,0,3.44,clear sky
608,Flinders,AU,-34.5833,150.8552,62.19,65,87,5.01,overcast clouds
609,Bhavani,IN,11.45,77.6833,77.14,81,100,1.36,overcast clouds
610,Anloga,GH,5.7947,0.8973,77.92,84,34,9.35,scattered clouds
611,Gigmoto,PH,13.7796,124.39,84.92,73,20,6.22,few clouds
612,Shasta Lake,US,40.6804,-122.3708,78.82,31,0,3.94,clear sky
613,Tanout,NE,14.9709,8.8879,83.35,23,7,10.27,clear sky
614,Sibolga,ID,1.7427,98.7792,84.38,62,100,1.88,overcast clouds
615,Orizari,MK,41.9228,22.4469,55.99,63,98,3.18,overcast clouds
616,Padang,ID,-0.9492,100.3543,84.25,60,100,2.44,overcast clouds
617,Vizinga,RU,61.0749,50.1031,48.13,81,100,10.22,overcast clouds
618,Komsomolskiy,UZ,40.4272,71.7189,56.12,33,0,9.22,clear sky
619,Hofn,IS,64.2539,-15.2082,40.55,95,100,20.11,moderate rain
620,Walvis Bay,NA,-22.9575,14.5053,57.06,95,100,3.89,overcast clouds
621,Marawi,PH,7.9986,124.2928,77.85,81,75,3.65,broken clouds
622,Hobyo,SO,5.3505,48.5268,76.86,84,66,17.29,broken clouds
623,Stromness,GB,58.965,-3.296,49.96,86,89,18.01,overcast clouds
624,Acajutla,SV,13.5928,-89.8275,80.44,71,99,7.72,overcast clouds
625,Boke,GN,10.9409,-14.2967,73.58,97,100,3.02,overcast clouds
626,Kang,BW,-23.6752,22.7876,64.04,40,0,8.77,clear sky
627,Minot,US,48.2325,-101.2963,56.79,58,0,6.91,clear sky
628,Bikaner,IN,28.0167,73.3,77.58,72,1,7.94,clear sky
629,Ipixuna,BR,-1.7625,-48.8043,76.12,87,4,4.09,clear sky
630,Coronel Bogado,PY,-27.1833,-56.3,72.09,78,24,15.82,few clouds
631,Brae,GB,60.3964,-1.353,52.2,83,100,23.04,overcast clouds
632,Leiyang,CN,26.4024,112.8591,59.74,81,100,6.35,overcast clouds
633,Daltenganj,IN,24.0333,84.0667,80.55,74,12,3.2,few clouds
634,Chalus,IR,36.655,51.4204,63.86,88,0,0.0,clear sky
635,Tripoli,LY,32.8752,13.1875,71.55,73,0,7.49,clear sky
636,Beringovskiy,RU,63.05,179.3167,32.99,41,80,5.86,broken clouds
637,Arawa,PG,-6.2132,155.5367,86.97,52,31,6.44,scattered clouds
638,Dawson Creek,CA,55.7666,-120.2362,49.64,71,0,0.0,clear sky
639,Hailey,US,43.5196,-114.3153,55.26,54,0,4.61,clear sky
640,Sibu,MY,2.3,111.8167,79.11,88,40,2.3,scattered clouds
641,Flin Flon,CA,54.7682,-101.865,43.65,66,4,4.99,clear sky
642,Soyo,AO,-6.1349,12.3689,75.2,87,21,4.99,few clouds
643,Yagodnoye,RU,62.55,149.6667,15.67,82,85,2.73,overcast clouds
644,Manjacaze,MZ,-24.7117,33.8828,65.53,97,1,4.88,clear sky
645,Dongning,CN,44.0622,131.1207,52.92,70,100,11.86,light rain
646,Novopokrovka,UA,49.8425,36.5477,47.59,84,1,6.31,clear sky
647,Nome,US,64.5011,-165.4064,35.67,64,20,19.57,few clouds
648,Erenhot,CN,43.6475,111.9767,37.87,40,21,13.42,few clouds
649,Colares,PT,38.7992,-9.4469,63.79,91,1,15.01,clear sky
650,Jiayuguan,CN,39.8167,98.3,41.2,25,0,10.78,clear sky
651,Medea,DZ,36.2642,2.7539,61.63,72,100,6.2,light rain
652,Sanchi,IN,23.4833,77.7333,76.32,85,100,10.31,overcast clouds
653,Tanete,ID,-3.9443,119.7848,87.67,62,100,9.46,overcast clouds
654,Ribeira Brava,PT,32.65,-17.0667,70.43,75,34,4.34,scattered clouds
655,Port Blair,IN,11.6667,92.75,82.44,83,75,5.75,broken clouds
656,Fairbanks,US,64.8378,-147.7164,49.96,82,100,5.75,overcast clouds
657,Sorong,ID,-0.8833,131.25,83.73,72,72,4.85,broken clouds
658,Egvekinot,RU,66.3167,-179.1667,18.72,66,10,4.97,clear sky
659,Eirunepe,BR,-6.6603,-69.8736,74.59,84,56,1.14,broken clouds
660,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.14,87,55,8.81,broken clouds
661,Talas,TR,38.6908,35.5538,47.07,100,75,0.0,broken clouds
662,Affery,CI,6.315,-3.9603,71.38,100,92,1.9,overcast clouds
663,Pervomaysk,UA,48.0443,30.8507,50.34,70,78,5.64,broken clouds
664,Yevlax,AZ,40.6089,47.1492,65.95,69,99,2.55,overcast clouds
665,Sergeyevka,KZ,53.88,67.4158,43.9,85,100,15.32,overcast clouds
666,Marabba,SD,12.35,32.1833,75.51,79,98,11.63,overcast clouds
667,Biak,ID,-0.9131,122.8766,82.87,72,90,3.27,overcast clouds
668,Nelson Bay,AU,-32.7167,152.15,60.01,86,100,8.99,overcast clouds
669,Aswan,EG,24.0934,32.907,74.05,39,0,13.67,clear sky
670,Vardo,NO,70.3705,31.1107,39.18,81,40,9.22,scattered clouds
671,Nampula,MZ,-15.1165,39.2666,67.95,94,0,4.61,clear sky
672,Pangody,RU,65.85,74.4859,39.45,96,100,9.57,overcast clouds
673,Port-Cartier,CA,50.0334,-66.8654,40.68,64,100,8.12,overcast clouds
674,Igarka,RU,67.4667,86.5833,34.52,100,100,7.2,overcast clouds
